state,city,total_orders,total_customers,total_order_items,total_revenue,total_freight,average_order_value,average_freight_per_order,average_delivery_days,late_orders,late_delivery_rate_percent
PR,guapirama,1,1,1,89.9,17.88,89.9,17.88,9.79,0,0.0
PR,rancho alegre,1,1,1,89.9,12.76,89.9,12.76,8.1,0,0.0
PR,sao jorge d'oeste,1,1,1,89.9,21.12,89.9,21.12,15.01,0,0.0
PR,sao jorge do patrocinio,2,2,2,89.9,33.82,44.95,16.91,9.35,0,0.0
RJ,penedo,1,1,1,89.9,15.38,89.9,15.38,20.05,0,0.0
RN,coronel joao pessoa,1,1,1,89.9,34.43,89.9,34.43,14.16,0,0.0
RO,cujubim,1,1,1,89.9,43.04,89.9,43.04,14.79,0,0.0
RR,bonfim,1,1,1,89.9,81.79,89.9,81.79,18.36,0,0.0
RS,pedras altas,1,1,1,89.9,15.38,89.9,15.38,17.57,0,0.0
SE,itabi,1,1,1,89.9,51.13,89.9,51.13,24.42,0,0.0
SP,redencao da serra,1,1,1,89.9,16.33,89.9,16.33,12.16,0,0.0
SP,riversul,1,1,1,89.9,12.13,89.9,12.13,9.83,0,0.0
SP,macaubal,1,1,2,89.8,32.11,89.8,32.11,17.14,0,0.0
SP,mogi-mirim,2,2,2,89.8,22.81,44.9,11.41,5.9,0,0.0
MG,capela nova,1,1,1,89.77,31.5,89.77,31.5,9.31,0,0.0
MG,fonseca,1,1,1,89.65,17.88,89.65,17.88,11.75,0,0.0
AL,atalaia,1,1,1,89.58,48.07,89.58,48.07,11.26,0,0.0
SC,aguas mornas,1,1,1,89.15,15.37,89.15,15.37,17.03,0,0.0
MG,arapua,1,1,1,89.0,23.77,89.0,23.77,6.91,0,0.0
MG,taparuba,1,1,1,89.0,15.37,89.0,15.37,6.94,0,0.0
PB,lucena,1,1,1,89.0,38.17,89.0,38.17,36.05,0,0.0
PB,sao francisco,1,1,1,89.0,52.75,89.0,52.75,23.9,0,0.0
PR,coronel domingos soares,1,1,1,89.0,17.87,89.0,17.87,29.37,0,0.0
RS,general camara,1,1,1,89.0,17.87,89.0,17.87,22.97,0,0.0
RS,vanini,1,1,1,89.0,17.87,89.0,17.87,31.17,0,0.0
SE,aquidaba,1,1,1,89.0,24.55,89.0,24.55,25.73,0,0.0
MG,antonio pereira,2,2,2,88.99,33.33,44.5,16.66,22.06,1,50.0
MA,alto alegre do maranhao,1,1,1,88.9,34.42,88.9,34.42,9.81,0,0.0
SP,sao pedro do turvo,2,2,2,88.9,29.0,44.45,14.5,14.28,0,0.0
DF,guara,2,1,2,88.79,42.2,44.39,21.1,12.4,0,0.0
MG,goiana,3,2,3,88.7,48.55,29.57,16.18,6.58,0,0.0
PE,xexeu,1,1,1,87.5,38.66,87.5,38.66,8.58,0,0.0
SE,carmopolis,2,2,2,87.31,76.14,43.66,38.07,28.87,1,50.0
MG,uniao de minas,3,3,3,87.09,41.62,29.03,13.87,13.28,0,0.0
RS,coqueiro baixo,2,2,2,86.99,34.77,43.49,17.39,15.69,0,0.0
PR,pato bragado,2,2,2,86.7,38.13,43.35,19.07,19.5,0,0.0
BA,varzea nova,1,1,1,86.0,22.53,86.0,22.53,12.9,0,0.0
PB,sao mamede,1,1,1,86.0,51.1,86.0,51.1,7.23,0,0.0
MA,moncao,1,1,1,85.99,57.37,85.99,57.37,12.99,0,0.0
AP,vitoria do jari,1,1,1,85.95,51.32,85.95,51.32,39.34,0,0.0
ES,novo brasil,1,1,1,85.9,17.85,85.9,17.85,148.17,1,100.0
MG,bom jesus da penha,2,1,2,85.89,34.95,42.95,17.48,13.56,0,0.0
PR,vila nova,2,2,2,85.47,31.72,42.73,15.86,23.87,1,50.0
SP,piquerobi,1,1,1,85.0,27.45,85.0,27.45,4.92,0,0.0
BA,cotegipe,1,1,1,84.99,18.16,84.99,18.16,32.22,0,0.0
MG,entre folhas,1,1,1,84.99,21.08,84.99,21.08,10.92,0,0.0
MG,major porto,1,1,1,84.99,15.34,84.99,15.34,24.32,0,0.0
PB,montadas,1,1,1,84.99,35.91,84.99,35.91,36.3,1,100.0
PE,santo antonio das queimadas,1,1,1,84.99,27.13,84.99,27.13,18.96,0,0.0
PI,lagoa do piaui,1,1,1,84.99,21.39,84.99,21.39,22.74,0,0.0
PR,nova esperanca do sudoeste,1,1,1,84.99,15.34,84.99,15.34,13.01,0,0.0
RN,janduis,1,1,1,84.99,34.39,84.99,34.39,42.01,1,100.0
RS,vila nova do sul,1,1,1,84.99,16.35,84.99,16.35,28.76,0,0.0
BA,santa brigida,1,1,1,84.9,19.83,84.9,19.83,20.1,0,0.0
PB,serra branca,1,1,1,84.9,57.36,84.9,57.36,11.98,0,0.0
PR,perola independente,1,1,1,84.9,19.56,84.9,19.56,23.9,0,0.0
GO,itaguaru,2,2,2,84.89,32.77,42.45,16.39,13.59,0,0.0
TO,esperantina,1,1,1,84.44,38.14,84.44,38.14,23.81,0,0.0
MG,guarda-mor,2,2,2,83.9,39.21,41.95,19.61,8.07,0,0.0
MT,rio branco,3,3,3,83.89,58.5,27.96,19.5,10.33,0,0.0
RS,senador salgado filho,1,1,1,83.8,18.69,83.8,18.69,6.97,0,0.0
GO,turvania,2,2,2,83.7,33.65,41.85,16.82,22.62,0,0.0
GO,ouro verde de goias,1,1,1,82.9,15.33,82.9,15.33,7.21,0,0.0
GO,itaguacu,2,2,2,82.89,31.21,41.45,15.61,13.68,0,0.0
RS,tres forquilhas,1,1,1,82.8,15.33,82.8,15.33,20.51,0,0.0
GO,jussara,3,3,3,82.79,48.12,27.6,16.04,12.93,0,0.0
MG,riachinho,2,2,2,82.34,41.71,41.17,20.86,12.85,0,0.0
SP,santa salete,1,1,1,81.99,13.01,81.99,13.01,11.04,0,0.0
SP,candido rodrigues,4,2,4,81.79,52.51,20.45,13.13,8.15,0,0.0
RS,sinimbu,2,2,2,81.78,30.33,40.89,15.16,12.34,0,0.0
CE,assare,1,1,1,81.0,37.26,81.0,37.26,12.24,0,0.0
TO,barrolandia,2,2,2,80.99,43.55,40.49,21.77,22.01,0,0.0
BA,piata,2,2,3,80.98,50.37,40.49,25.18,28.08,1,50.0
MG,bias fortes,2,2,2,80.9,27.58,40.45,13.79,14.15,0,0.0
MG,ouro verde de minas,2,2,2,80.79,33.4,40.39,16.7,15.12,0,0.0
MA,sao joao do paraiso,1,1,1,80.04,35.88,80.04,35.88,39.91,1,100.0
PB,assuncao,1,1,1,80.0,52.69,80.0,52.69,52.97,1,100.0
PR,perobal,1,1,1,80.0,15.31,80.0,15.31,28.46,0,0.0
SE,monte alegre de sergipe,1,1,1,80.0,48.0,80.0,48.0,19.78,0,0.0
MG,ewbank da camara,1,1,1,79.99,18.17,79.99,18.17,15.4,0,0.0
PE,cha de alegria,1,1,1,79.99,28.96,79.99,28.96,24.2,0,0.0
RN,frutuoso gomes,1,1,1,79.99,35.88,79.99,35.88,21.17,0,0.0
RS,barao do triunfo,1,1,1,79.99,19.15,79.99,19.15,19.91,0,0.0
SC,coronel freitas,1,1,1,79.99,18.66,79.99,18.66,7.99,0,0.0
SE,nossa senhora de lourdes,1,1,1,79.99,38.11,79.99,38.11,18.95,0,0.0
SP,iaras,1,1,1,79.99,13.58,79.99,13.58,8.0,0,0.0
MG,materlandia,2,2,2,79.98,33.48,39.99,16.74,10.68,0,0.0
RS,monte belo do sul,1,1,2,79.98,36.76,79.98,36.76,10.85,0,0.0
AL,novo lino,1,1,1,79.9,34.36,79.9,34.36,14.35,0,0.0
BA,andarai,1,1,1,79.9,29.6,79.9,29.6,21.12,0,0.0
BA,filadelfia,1,1,1,79.9,19.26,79.9,19.26,15.96,0,0.0
ES,paraju,1,1,1,79.9,25.84,79.9,25.84,27.23,1,100.0
ES,ponto belo,1,1,1,79.9,18.66,79.9,18.66,8.52,0,0.0
MA,santa luzia do parua,1,1,1,79.9,35.88,79.9,35.88,13.49,0,0.0
MA,vargem grande,1,1,1,79.9,57.11,79.9,57.11,18.12,0,0.0
MG,campo azul,1,1,1,79.9,16.32,79.9,16.32,9.08,0,0.0
MG,olaria,1,1,1,79.9,16.32,79.9,16.32,10.07,0,0.0
PR,querencia do norte,1,1,1,79.9,19.53,79.9,19.53,19.31,0,0.0
RS,dezesseis de novembro,1,1,1,79.9,22.85,79.9,22.85,17.71,0,0.0
RS,rio dos indios,1,1,1,79.9,22.85,79.9,22.85,11.87,0,0.0
SC,paraiso,1,1,1,79.9,19.75,79.9,19.75,20.22,0,0.0
SP,ubirajara,1,1,1,79.9,16.19,79.9,16.19,7.89,0,0.0
RS,santana da boa vista,2,2,2,79.89,35.91,39.95,17.95,15.69,0,0.0
BA,elisio medrado,2,2,2,79.82,38.93,39.91,19.46,8.38,0,0.0
CE,banabuiu,1,1,1,79.0,60.61,79.0,60.61,22.27,0,0.0
GO,divinopolis de goias,1,1,1,79.0,15.3,79.0,15.3,15.16,0,0.0
GO,teresina de goias,1,1,1,79.0,17.8,79.0,17.8,15.08,0,0.0
PE,sao joaquim do monte,1,1,1,79.0,28.95,79.0,28.95,17.22,0,0.0
RJ,santa rita da floresta,1,1,1,79.0,17.8,79.0,17.8,21.06,0,0.0
RS,ipiranga,1,1,1,79.0,16.74,79.0,16.74,13.42,0,0.0
SP,nantes,1,1,1,79.0,12.05,79.0,12.05,5.45,0,0.0
SP,rincao,1,1,1,79.0,18.63,79.0,18.63,10.55,0,0.0
TO,praia norte,1,1,1,79.0,34.35,79.0,34.35,29.02,0,0.0
MG,sao francisco de paula,2,2,2,78.89,36.53,39.45,18.27,9.49,0,0.0
SP,vargem,2,2,2,78.8,22.7,39.4,11.35,7.61,0,0.0
PE,aracoiaba,2,2,2,78.67,42.04,39.34,21.02,25.54,0,0.0
PA,aurora do para,1,1,1,78.0,37.46,78.0,37.46,9.76,0,0.0
PI,inhuma,1,1,1,78.0,34.35,78.0,34.35,35.34,1,100.0
SC,monte castelo,1,1,1,78.0,18.65,78.0,18.65,6.77,0,0.0
TO,almas,1,1,2,78.0,35.56,78.0,35.56,14.91,0,0.0
MG,santo antonio do aventureiro,1,1,1,77.99,10.93,77.99,10.93,6.83,0,0.0
RS,sao jose do inhacora,1,1,1,77.99,24.71,77.99,24.71,16.46,0,0.0
MT,figueiropolis d'oeste,2,2,2,77.98,36.44,38.99,18.22,12.71,0,0.0
MG,sapucaia,1,1,1,77.9,23.35,77.9,23.35,13.94,0,0.0
SE,cristinapolis,1,1,1,77.9,67.47,77.9,67.47,19.61,0,0.0
BA,paripiranga,2,2,2,77.71,78.94,38.86,39.47,20.56,0,0.0
MG,alagoa,1,1,1,77.68,16.3,77.68,16.3,11.86,0,0.0
MG,juvenilia,2,2,3,77.48,31.62,38.74,15.81,7.67,0,0.0
SP,suzanapolis,1,1,1,76.9,12.04,76.9,12.04,14.25,0,0.0
RS,augusto pestana,2,2,2,76.88,67.07,38.44,33.53,12.73,0,0.0
CE,antonina do norte,1,1,2,76.8,53.78,76.8,53.78,22.39,0,0.0
MG,bras pires,2,2,2,76.8,31.22,38.4,15.61,10.5,0,0.0
MS,deodapolis,2,2,2,76.8,34.41,38.4,17.2,21.24,1,50.0
SE,campo do brito,1,1,1,76.8,38.09,76.8,38.09,14.97,0,0.0
MG,brasilandia de minas,1,1,1,76.25,22.24,76.25,22.24,29.25,1,100.0
BA,aracatu,1,1,1,75.99,19.77,75.99,19.77,11.98,0,0.0
AL,ibateguara,2,2,2,75.9,76.96,37.95,38.48,15.82,0,0.0
PR,pirapo,1,1,1,75.27,21.02,75.27,21.02,19.16,0,0.0
MG,felixlandia,1,1,1,75.0,15.28,75.0,15.28,10.09,0,0.0
MS,jaraguari,2,2,2,75.0,35.52,37.5,17.76,12.96,0,0.0
PB,jerico,1,1,1,75.0,38.08,75.0,38.08,16.89,0,0.0
SP,guatapara,1,1,1,75.0,12.97,75.0,12.97,9.37,0,0.0
SP,nova guataporanga,1,1,1,75.0,42.76,75.0,42.76,6.89,0,0.0
MG,dom cavati,1,1,1,74.99,18.09,74.99,18.09,9.78,0,0.0
MG,vargem alegre,1,1,1,74.99,19.72,74.99,19.72,5.81,0,0.0
AC,porto acre,1,1,1,74.9,29.45,74.9,29.45,28.62,0,0.0
MG,frei gaspar,1,1,1,74.9,14.29,74.9,14.29,4.92,0,0.0
MG,nacip raydan,1,1,1,74.9,17.26,74.9,17.26,15.7,0,0.0
PI,pedro ii,1,1,1,74.9,52.87,74.9,52.87,13.33,0,0.0
RS,lagoa dos tres cantos,1,1,1,74.9,16.28,74.9,16.28,15.75,0,0.0
SC,novo horizonte,1,1,1,74.9,17.77,74.9,17.77,17.95,0,0.0
SP,cassia dos coqueiros,1,1,1,74.9,15.27,74.9,15.27,11.12,0,0.0
SP,espigao,2,2,2,74.89,25.63,37.45,12.81,8.29,0,0.0
BA,adustina,1,1,1,74.8,27.47,74.8,27.47,12.17,0,0.0
PR,alto alegre do iguacu,2,1,3,74.7,152.55,37.35,76.28,13.72,0,0.0
PR,adrianopolis,1,1,1,73.9,15.27,73.9,15.27,9.01,0,0.0
RS,santo antonio do palma,2,2,2,73.89,30.2,36.95,15.1,12.21,0,0.0
MA,joselandia,1,1,1,73.35,35.83,73.35,35.83,45.06,1,100.0
MG,monte formoso,2,2,2,72.99,30.2,36.49,15.1,9.61,0,0.0
MG,pedra do indaia,1,1,1,72.99,23.09,72.99,23.09,12.61,0,0.0
CE,itarema,1,1,1,72.9,27.05,72.9,27.05,19.27,0,0.0
PR,mato rico,1,1,1,72.9,19.75,72.9,19.75,13.13,0,0.0
RO,cacaulandia,1,1,1,72.9,35.83,72.9,35.83,18.27,0,0.0
PI,avelino lopes,2,2,2,72.89,69.83,36.45,34.91,18.7,0,0.0
BA,arraial d ajuda,1,1,1,72.62,18.08,72.62,18.08,11.68,0,0.0
SP,serra azul,1,1,1,72.5,36.02,72.5,36.02,24.26,1,100.0
BA,salobro,1,1,1,72.2,16.95,72.2,16.95,20.79,0,0.0
MA,matoes,1,1,1,72.0,34.3,72.0,34.3,15.15,0,0.0
BA,piripa,2,2,2,71.99,38.85,36.0,19.42,19.81,1,50.0
SP,termas de ibira,1,1,1,71.9,15.25,71.9,15.25,15.26,0,0.0
RS,taquarucu do sul,1,1,1,70.0,23.29,70.0,23.29,8.05,0,0.0
SC,bom retiro,1,1,1,70.0,18.37,70.0,18.37,10.17,0,0.0
MG,ravena,1,1,1,69.99,16.74,69.99,16.74,7.66,0,0.0
MS,anaurilandia,1,1,1,69.99,16.25,69.99,16.25,10.0,0,0.0
MT,itanhanga,1,1,1,69.99,18.06,69.99,18.06,24.75,0,0.0
PB,juripiranga,1,1,1,69.99,88.0,69.99,88.0,18.69,0,0.0
SP,cipo-guacu,1,1,1,69.99,8.72,69.99,8.72,10.0,0,0.0
SP,planalto,1,1,1,69.99,13.07,69.99,13.07,4.65,0,0.0
BA,boquira,1,1,1,69.9,25.77,69.9,25.77,14.96,0,0.0
ES,laranja da terra,1,1,1,69.9,15.7,69.9,15.7,18.86,0,0.0
MG,glaura,1,1,1,69.9,19.46,69.9,19.46,58.64,1,100.0
MG,itutinga,1,1,1,69.9,26.11,69.9,26.11,8.33,0,0.0
MG,moeda,1,1,1,69.9,15.56,69.9,15.56,6.25,0,0.0
MG,morro do pilar,1,1,1,69.9,17.74,69.9,17.74,13.25,0,0.0
MG,sao francisco do gloria,1,1,1,69.9,21.45,69.9,21.45,5.82,0,0.0
PR,florida,1,1,1,69.9,16.25,69.9,16.25,11.2,0,0.0
PR,formosa do oeste,1,1,1,69.9,16.25,69.9,16.25,14.12,0,0.0
PR,vila reis,1,1,1,69.9,16.25,69.9,16.25,20.68,0,0.0
RJ,macuco,1,1,1,69.9,20.98,69.9,20.98,13.05,0,0.0
RO,ministro andreazza,1,1,1,69.9,50.15,69.9,50.15,17.21,0,0.0
RS,nova padua,1,1,1,69.9,19.46,69.9,19.46,13.82,0,0.0
RS,piratini,1,1,1,69.9,17.74,69.9,17.74,23.93,0,0.0
SP,onda verde,1,1,1,69.81,19.68,69.81,19.68,8.38,0,0.0
MG,cascalho rico,1,1,1,69.0,16.92,69.0,16.92,19.11,0,0.0
MS,anhandui,1,1,1,69.0,14.23,69.0,14.23,11.87,0,0.0
PA,igarape-acu,1,1,1,69.0,25.76,69.0,25.76,17.39,0,0.0
PI,lagoa de sao francisco,1,1,1,68.99,38.03,68.99,38.03,13.8,0,0.0
RS,guarani das missoes,2,2,2,68.66,34.28,34.33,17.14,9.16,0,0.0
PR,ilha dos valadares,1,1,1,67.99,25.6,67.99,25.6,27.28,1,100.0
RJ,valao do barro,1,1,1,67.1,19.44,67.1,19.44,33.34,1,100.0
PR,conselheiro mairinck,1,1,1,67.0,14.55,67.0,14.55,6.02,0,0.0
SP,buritizal,2,2,2,66.99,35.89,33.49,17.95,11.65,0,0.0
MG,rio doce,1,1,2,66.0,30.2,66.0,30.2,19.68,0,0.0
RN,angicos,1,1,1,65.99,35.78,65.99,35.78,26.0,0,0.0
MG,bertopolis,1,1,1,65.9,16.22,65.9,16.22,34.16,1,100.0
PR,santo inacio,1,1,1,65.9,13.8,65.9,13.8,11.44,0,0.0
MG,capitao eneas,1,1,2,65.6,33.24,65.6,33.24,10.2,0,0.0
MA,goncalves dias,1,1,1,65.0,34.25,65.0,34.25,48.3,1,100.0
PR,serra dos dourados,1,1,1,65.0,18.33,65.0,18.33,74.67,1,100.0
SE,ribeiropolis,1,1,1,65.0,35.77,65.0,35.77,17.29,0,0.0
PE,alianca,1,1,1,64.99,24.94,64.99,24.94,20.85,0,0.0
SP,paranapua,2,2,2,64.99,22.81,32.5,11.41,8.64,0,0.0
BA,teodoro sampaio,1,1,1,64.9,22.38,64.9,22.38,12.95,0,0.0
PE,itaquitinga,2,2,2,64.89,62.9,32.45,31.45,18.48,0,0.0
AL,matriz de camaragibe,1,1,1,64.0,20.9,64.0,20.9,11.9,0,0.0
RS,sao jorge,1,1,1,63.99,23.03,63.99,23.03,12.96,0,0.0
RJ,passa tres,2,2,2,63.85,33.52,31.93,16.76,21.45,1,50.0
AL,agua branca,1,1,2,63.8,68.3,63.8,68.3,36.36,0,0.0
BA,anage,1,1,2,63.8,33.58,63.8,33.58,19.06,0,0.0
PR,guairaca,1,1,2,63.8,36.64,63.8,36.64,8.93,0,0.0
BA,cristopolis,2,2,2,63.41,50.54,31.7,25.27,13.88,0,0.0
RS,garruchos,1,1,1,62.9,16.14,62.9,16.14,15.75,0,0.0
MS,terenos,1,1,1,62.89,22.37,62.89,22.37,18.55,0,0.0
RN,pedro velho,1,1,1,61.99,37.12,61.99,37.12,23.99,0,0.0
RS,tapera,1,1,1,61.8,17.27,61.8,17.27,7.71,0,0.0
BA,ibipeba,1,1,1,61.7,24.69,61.7,24.69,14.83,0,0.0
BA,muquem do sao francisco,2,2,2,61.32,42.89,30.66,21.45,16.98,0,0.0
SP,pontalinda,2,2,2,60.8,23.95,30.4,11.98,10.62,0,0.0
SP,taiacu,1,1,1,60.5,10.01,60.5,10.01,6.77,0,0.0
MG,pavao,1,1,1,60.0,15.63,60.0,15.63,8.15,0,0.0
SP,guarapua,1,1,1,60.0,15.17,60.0,15.17,5.87,0,0.0
BA,jandaira,1,1,1,59.99,17.99,59.99,17.99,14.36,0,0.0
MG,camacho,1,1,1,59.99,20.91,59.99,20.91,7.97,0,0.0
PA,morada nova,1,1,1,59.99,37.33,59.99,37.33,17.94,0,0.0
RS,novo machado,1,1,1,59.99,17.67,59.99,17.67,11.87,0,0.0
ES,praia grande,1,1,1,59.9,15.18,59.9,15.18,16.07,0,0.0
MG,lagoa dos patos,1,1,1,59.9,14.15,59.9,14.15,8.74,0,0.0
MG,mesquita,1,1,1,59.9,17.67,59.9,17.67,10.97,0,0.0
MG,padre paraiso,1,1,1,59.9,17.67,59.9,17.67,18.97,0,0.0
MG,pinhotiba,1,1,1,59.9,17.67,59.9,17.67,20.81,0,0.0
MG,santa rita do itueto,1,1,1,59.9,17.67,59.9,17.67,13.19,0,0.0
MG,sao domingos,1,1,1,59.9,17.16,59.9,17.16,19.15,0,0.0
MG,sao domingos das dores,1,1,1,59.9,12.55,59.9,12.55,8.0,0,0.0
MS,brasilandia,1,1,1,59.9,15.17,59.9,15.17,17.08,0,0.0
PA,mocajuba,1,1,1,59.9,25.7,59.9,25.7,30.85,0,0.0
PR,sao miguel do cambui,1,1,1,59.9,17.67,59.9,17.67,12.9,0,0.0
RN,messias targino,1,1,1,59.9,46.95,59.9,46.95,14.75,0,0.0
RS,cerrito,1,1,1,59.9,17.67,59.9,17.67,13.76,0,0.0
RS,rainha do mar,1,1,1,59.9,22.13,59.9,22.13,32.19,1,100.0
SP,oleo,1,1,1,59.9,13.44,59.9,13.44,9.22,0,0.0
SP,palmares paulista,1,1,1,59.9,11.03,59.9,11.03,7.91,0,0.0
SP,pedranopolis,1,1,1,59.9,14.51,59.9,14.51,8.0,0,0.0
SP,sarutaia,1,1,1,59.9,11.92,59.9,11.92,10.31,0,0.0
TO,buriti do tocantins,1,1,1,59.9,26.89,59.9,26.89,26.81,0,0.0
TO,fatima,1,1,1,59.9,35.74,59.9,35.74,14.23,0,0.0
RS,porto lucena,1,1,1,59.89,17.67,59.89,17.67,17.71,0,0.0
MG,sao mateus de minas,1,1,1,59.88,23.0,59.88,23.0,29.39,1,100.0
SP,salmourao,2,2,2,59.88,30.39,29.94,15.2,7.77,0,0.0
MG,campo florido,1,1,2,59.8,32.22,59.8,32.22,12.23,0,0.0
AC,brasileia,1,1,3,59.7,79.83,59.7,79.83,30.04,0,0.0
RS,jacuizinho,1,1,1,59.54,14.72,59.54,14.72,19.61,1,100.0
SC,galvao,1,1,1,59.5,18.52,59.5,18.52,13.45,0,0.0
MT,novo mundo,1,1,1,59.15,17.98,59.15,17.98,17.31,0,0.0
BA,lamarao,1,1,1,59.0,22.34,59.0,22.34,9.72,0,0.0
CE,lages,1,1,1,59.0,19.1,59.0,19.1,16.9,0,0.0
MG,queixada,1,1,1,59.0,18.29,59.0,18.29,26.88,1,100.0
SC,rio rufino,1,1,1,59.0,17.66,59.0,17.66,6.8,0,0.0
SP,jamaica,1,1,1,59.0,12.85,59.0,12.85,14.28,0,0.0
BA,cairu,1,1,1,58.99,19.65,58.99,19.65,25.03,0,0.0
CE,croata,1,1,1,58.99,28.81,58.99,28.81,19.86,0,0.0
CE,uruburetama,1,1,1,58.99,28.81,58.99,28.81,12.15,0,0.0
GO,hidrolandia,1,1,1,58.99,15.51,58.99,15.51,11.28,0,0.0
MG,paineiras,1,1,1,58.99,22.99,58.99,22.99,7.44,0,0.0
PB,pilar,1,1,1,58.99,37.96,58.99,37.96,24.06,0,0.0
PR,nova america da colina,1,1,1,58.99,17.66,58.99,17.66,11.12,0,0.0
SP,anhumas,1,1,1,58.99,13.43,58.99,13.43,6.99,0,0.0
PR,palmeirinha,2,2,2,58.92,34.88,29.46,17.44,19.21,0,0.0
BA,castro alves,2,2,2,58.9,42.86,29.45,21.43,17.14,0,0.0
PR,porto amazonas,2,2,2,58.79,34.42,29.39,17.21,10.32,0,0.0
AM,itacoatiara,1,1,2,57.98,35.0,57.98,35.0,46.21,1,100.0
MS,sonora,2,2,2,57.98,33.4,28.99,16.7,12.27,0,0.0
PR,matelandia,2,2,2,57.98,29.62,28.99,14.81,11.13,0,0.0
BA,caem,1,1,1,57.9,22.12,57.9,22.12,13.96,0,0.0
PR,barra do jacare,1,1,1,57.9,13.53,57.9,13.53,6.96,0,0.0
RJ,bacaxa,1,1,1,57.9,14.61,57.9,14.61,26.92,0,0.0
MG,rubelita,1,1,1,57.89,22.99,57.89,22.99,16.13,0,0.0
BA,condeuba,1,1,1,56.99,16.84,56.99,16.84,18.09,0,0.0
BA,varzea do poco,1,1,1,56.99,16.84,56.99,16.84,19.4,0,0.0
PR,alto paraiso,1,1,1,56.99,16.16,56.99,16.16,11.25,0,0.0
PR,santa cecilia do pavao,1,1,1,56.99,15.15,56.99,15.15,15.3,0,0.0
RS,itaara,1,1,1,56.99,16.16,56.99,16.16,31.1,1,100.0
SP,iacri,2,2,2,56.98,24.64,28.49,12.32,13.96,0,0.0
PR,inaja,2,2,2,56.9,33.4,28.45,16.7,9.21,0,0.0
ES,sao joao do sobrado,1,1,1,55.92,17.64,55.92,17.64,17.23,0,0.0
BA,dom macedo costa,1,1,1,55.9,26.93,55.9,26.93,35.21,1,100.0
BA,itamira,2,1,2,55.9,44.3,27.95,22.15,15.11,0,0.0
MG,berilo,1,1,1,55.9,22.32,55.9,22.32,10.46,0,0.0
MG,jaguaracu,1,1,1,55.9,15.14,55.9,15.14,13.37,0,0.0
PR,campo do tenente,1,1,1,55.9,15.14,55.9,15.14,37.24,1,100.0
TO,arapoema,1,1,1,55.9,42.67,55.9,42.67,9.52,0,0.0
SP,itaoca,1,1,1,55.8,22.21,55.8,22.21,11.06,0,0.0
CE,taperuaba,1,1,1,55.49,26.93,55.49,26.93,13.18,0,0.0
SP,balbinos,1,1,1,55.32,13.97,55.32,13.97,6.85,0,0.0
BA,salinas da margarida,1,1,1,55.0,27.12,55.0,27.12,28.03,0,0.0
MG,tocos do moji,1,1,1,55.0,19.36,55.0,19.36,14.88,0,0.0
MS,porto murtinho,1,1,1,55.0,16.15,55.0,16.15,12.47,0,0.0
RS,novo cabrais,1,1,1,55.0,16.15,55.0,16.15,19.07,0,0.0
BA,amargosa,1,1,1,54.99,16.82,54.99,16.82,21.04,0,0.0
MG,canaa,1,1,1,54.99,14.55,54.99,14.55,12.38,0,0.0
PR,alto sao joao,1,1,1,54.99,18.26,54.99,18.26,59.04,1,100.0
SP,pereiras,1,1,1,54.99,14.7,54.99,14.7,8.45,0,0.0
BA,carnaiba do sertao,1,1,2,54.98,44.12,54.98,44.12,21.05,0,0.0
CE,itapiuna,2,1,2,54.98,51.26,27.49,25.63,16.17,0,0.0
PB,prata,1,1,1,54.9,20.83,54.9,20.83,13.74,0,0.0
PB,santo andre,1,1,1,54.9,36.0,54.9,36.0,30.83,0,0.0
RS,pouso novo,1,1,1,54.9,26.92,54.9,26.92,18.89,0,0.0
RS,sete de setembro,1,1,1,54.9,20.83,54.9,20.83,11.01,0,0.0
SC,guaraciaba,1,1,1,54.9,18.48,54.9,18.48,5.73,0,0.0
PR,nossa senhora das gracas,2,2,2,54.8,25.95,27.4,12.98,12.54,0,0.0
BA,sento se,1,1,1,53.99,22.09,53.99,22.09,31.25,0,0.0
MG,monsenhor paulo,1,1,1,53.99,15.13,53.99,15.13,9.38,0,0.0
MG,cajuri,1,1,1,53.9,17.63,53.9,17.63,13.1,0,0.0
MS,angelica,1,1,1,53.9,22.96,53.9,22.96,16.29,0,0.0
PR,santana do itarare,1,1,1,53.9,17.63,53.9,17.63,17.62,0,0.0
GO,brazabrantes,2,2,2,53.5,29.2,26.75,14.6,15.73,0,0.0
SC,presidente nereu,1,1,1,52.99,17.62,52.99,17.62,15.8,0,0.0
RS,cerro grande,1,1,1,52.9,15.12,52.9,15.12,12.16,0,0.0
RS,gramado xavier,1,1,1,52.9,16.07,52.9,16.07,8.76,0,0.0
RS,nova boa vista,1,1,1,52.9,22.95,52.9,22.95,23.1,0,0.0
BA,ibirataia,2,2,2,52.8,38.92,26.4,19.46,11.25,0,0.0
MG,sao thome das letras,2,2,2,52.8,32.7,26.4,16.35,17.52,0,0.0
MG,sao benedito,1,1,1,52.64,15.12,52.64,15.12,18.66,0,0.0
SP,piacatu,1,1,1,51.19,22.94,51.19,22.94,8.21,0,0.0
GO,nova america,1,1,1,51.0,15.11,51.0,15.11,15.82,0,0.0
ES,pacotuba,1,1,1,50.9,18.24,50.9,18.24,30.32,1,100.0
RN,vicosa,1,1,1,50.9,35.68,50.9,35.68,17.53,0,0.0
PB,pedra lavrada,1,1,1,50.0,37.9,50.0,37.9,39.0,1,100.0
